---,WaveName,WaveDisplayName,BuildingDamageMultiplierTier,AreaMin,AreaMax,Waves,IsGlobalFallback,IsStartingWave
101,"Imp_Purge_Wave2","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""4E4044E4453AA78547A7A4AC27B76CF4"", ""A swarm of imps"")","0","(X=-110000.000000,Y=170000.000000)","(X=300000.000000,Y=290000.000000)","((OffBaseSpawnData=(""Wildlife_ImpExplosive"",""Wildlife_Imp""),OnBaseSpawnData=(""Wildlife_Imp""),Boss=""Wildlife_ImpKing"",InBaseBoss=""Wildlife_ImpKing"",SpawnCap=4,WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""Wildlife_Imp""),OnBaseSpawnData=(""Wildlife_Imp""),Boss=""Wildlife_ImpKing"",InBaseBoss=""Wildlife_ImpKing"",SpawnCap=10,WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_Imp""),OnBaseSpawnData=(""Wildlife_Imp""),Boss=""Wildlife_ImpKing"",InBaseBoss=""Wildlife_ImpKing"",SpawnCap=10,ActiveCap=5,NextWave=""Imp_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_ImpExplosive"",""Wildlife_Imp""),OnBaseSpawnData=(""Wildlife_Imp"",""Wildlife_ImpExplosive""),Boss=""Wildlife_ImpKing"",InBaseBoss=""Wildlife_ImpKing"",SpawnCap=12,ActiveCap=5,SpawnLocationCap=3,NextWave=""Imp_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_ImpExplosive"",""Wildlife_Imp""),OnBaseSpawnData=(""Wildlife_Imp"",""Wildlife_ImpExplosive""),Boss=""Wildlife_ImpKing"",InBaseBoss=""Wildlife_ImpKing"",SpawnCap=12,ActiveCap=4,SpawnLocationCap=4,NextWave=""Imp_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_ImpExplosive"",""Wildlife_Imp""),OnBaseSpawnData=(""Wildlife_Imp"",""Wildlife_ImpExplosive""),Boss=""Wildlife_ImpKing"",InBaseBoss=""Wildlife_ImpKing"",SpawnCap=15,ActiveCap=4,NextWave=""Imp_Purge_Wave3"",WaveTime=600.000000))","False","False"
102,"Imp_Purge_Wave3","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""E71DC91848440A6EB18F109FF6A51F7A"", ""A swarm of imps"")","0","(X=-110000.000000,Y=170000.000000)","(X=300000.000000,Y=290000.000000)","((DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_Imp""),OnBaseSpawnData=(""Wildlife_Imp""),SpawnCap=10,ActiveCap=5,NextWave=""Imp_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_ImpExplosive"",""Wildlife_Imp""),OnBaseSpawnData=(""Wildlife_Imp"",""Wildlife_ImpExplosive""),SpawnCap=12,ActiveCap=5,SpawnLocationCap=3,NextWave=""Imp_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_ImpExplosive"",""Wildlife_Imp""),OnBaseSpawnData=(""Wildlife_Imp"",""Wildlife_ImpExplosive""),SpawnCap=12,ActiveCap=4,SpawnLocationCap=4,NextWave=""Imp_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_ImpExplosive"",""Wildlife_Imp""),OnBaseSpawnData=(""Wildlife_Imp"",""Wildlife_ImpExplosive""),SpawnCap=15,ActiveCap=4,NextWave=""Imp_Purge_Wave4"",WaveTime=600.000000))","False","False"
103,"Imp_Purge_Wave4","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""705F80AA45974A0CEFF99D9C10F72A3C"", ""A swarm of imps"")","0","(X=-110000.000000,Y=170000.000000)","(X=300000.000000,Y=290000.000000)","((DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_Imp""),OnBaseSpawnData=(""Wildlife_Imp""),Boss=""Wildlife_ImpKing"",InBaseBoss=""Wildlife_ImpKing"",SpawnCap=10,WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_Imp""),OnBaseSpawnData=(""Wildlife_Imp""),Boss=""Wildlife_ImpKing"",InBaseBoss=""Wildlife_ImpKing"",SpawnCap=12,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_Imp""),OnBaseSpawnData=(""Wildlife_Imp""),Boss=""Wildlife_ImpKing"",InBaseBoss=""Wildlife_ImpKing"",SpawnCap=12,ActiveCap=4,SpawnLocationCap=4,NextWave=""Imp_Purge_Wave5"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_Imp""),OnBaseSpawnData=(""Wildlife_Imp""),Boss=""Wildlife_ImpKing"",InBaseBoss=""Wildlife_ImpKing"",SpawnCap=15,ActiveCap=4,NextWave=""Imp_Purge_Wave5"",WaveTime=600.000000))","False","False"
104,"Imp_Purge_Wave5","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""C43D65FF4482942BB7FAFEA2543480C6"", ""A swarm of imps"")","0","(X=-110000.000000,Y=170000.000000)","(X=300000.000000,Y=290000.000000)","((DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_Imp"",""Wildlife_ImpExplosive""),OnBaseSpawnData=(""Wildlife_Imp"",""Wildlife_ImpExplosive""),Boss=""Wildlife_ImpKing"",InBaseBoss=""Wildlife_ImpKing"",SpawnCap=15,ActiveCap=4,SpawnLocationCap=4,WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_Imp"",""Wildlife_ImpExplosive""),OnBaseSpawnData=(""Wildlife_Imp"",""Wildlife_ImpExplosive""),Boss=""Wildlife_ImpKing"",InBaseBoss=""Wildlife_ImpKing"",SpawnCap=20,ActiveCap=4,WaveTime=600.000000))","False","False"
110,"FrostGiants_Purge_Wave1","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""FE68339F4C6F997E7EEE5BBC109B95C2"", ""A band of Frost Giants"")","0","(X=-280000.000000,Y=-350000.000000)","(X=-40000.000000,Y=-115000.000000)","((OffBaseSpawnData=(""Wildlife_Frost_Giant""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),SpawnCap=4,NextWave=""FrostGiants_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""Wildlife_Frost_Giant""),OnBaseSpawnData=(""""),SpawnCap=5,ActiveCap=3,NextWave=""FrostGiants_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_Frost_Giant""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),SpawnCap=6,ActiveCap=3,SpawnLocationCap=3,NextWave=""FrostGiants_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_Frost_Giant""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),SpawnCap=7,ActiveCap=3,SpawnLocationCap=3,NextWave=""FrostGiants_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_Frost_Giant""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""FrostGiants_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_Frost_Giant""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),SpawnCap=10,ActiveCap=4,NextWave=""FrostGiants_Purge_Wave2"",WaveTime=600.000000))","False","True"
111,"FrostGiants_Purge_Wave2","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""3A8D6962409D697069A0F7948E9B2138"", ""A band of Frost Giants"")","0","(X=-280000.000000,Y=-350000.000000)","(X=-40000.000000,Y=-115000.000000)","((OffBaseSpawnData=(""Wildlife_Sabretooth""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),Boss=""Wildlife_Frost_Giant"",InBaseBoss=""Wildlife_Frost_Giant"",SpawnCap=6,WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""Wildlife_Sabretooth""),OnBaseSpawnData=(""""),Boss=""Wildlife_Frost_Giant"",InBaseBoss=""Wildlife_Frost_Giant"",SpawnCap=9,ActiveCap=5,NextWave=""FrostGiants_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_Sabretooth""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),Boss=""Wildlife_Frost_Giant"",InBaseBoss=""Wildlife_Frost_Giant"",BossSpawnDelay=1.000000,SpawnCap=12,ActiveCap=5,SpawnLocationCap=3,NextWave=""FrostGiants_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_Frost_Giant""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),Boss=""Wildlife_Frost_Giant"",InBaseBoss=""Wildlife_Frost_Giant"",BossSpawnDelay=1.000000,SpawnCap=12,ActiveCap=5,SpawnLocationCap=3,NextWave=""FrostGiants_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_Sabretooth""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),Boss=""Wildlife_Frost_Giant"",InBaseBoss=""Wildlife_Frost_Giant"",BossSpawnDelay=1.000000,SpawnCap=15,ActiveCap=5,SpawnLocationCap=3,NextWave=""FrostGiants_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_Frost_Giant""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),Boss=""Wildlife_Frost_Giant"",InBaseBoss=""Wildlife_Frost_Giant"",BossSpawnDelay=1.000000,SpawnCap=15,ActiveCap=4,NextWave=""FrostGiants_Purge_Wave3"",WaveTime=600.000000))","False","False"
112,"FrostGiants_Purge_Wave3","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""2A0D7E1643506B4AF5BFC3A4D2E7D4CE"", ""A band of Frost Giants"")","0","(X=-280000.000000,Y=-350000.000000)","(X=-40000.000000,Y=-115000.000000)","((DifficultyThreshold=2,OffBaseSpawnData=(""Wildlife_Frost_Giant""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),Boss=""Wildlife_Frost_Giant_Smith"",InBaseBoss=""Wildlife_Frost_Giant_Smith"",SpawnCap=9,WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_Sabretooth"",""Wildlife_Frost_Giant""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),BossSpawnDelay=1.000000,SpawnCap=12,ActiveCap=5,SpawnLocationCap=3,NextWave=""FrostGiants_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_Frost_Giant"",""Wildlife_Sabretooth""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),BossSpawnDelay=1.000000,SpawnCap=12,ActiveCap=5,SpawnLocationCap=3,NextWave=""FrostGiants_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_Sabretooth"",""Wildlife_Frost_Giant""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),BossSpawnDelay=1.000000,SpawnCap=15,ActiveCap=5,SpawnLocationCap=3,NextWave=""FrostGiants_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_Frost_Giant"",""Wildlife_Sabretooth""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),BossSpawnDelay=1.000000,SpawnCap=15,ActiveCap=4,NextWave=""FrostGiants_Purge_Wave4"",WaveTime=600.000000))","False","False"
113,"FrostGiants_Purge_Wave4","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""5DA852934AACFE4D8E67A5BDAEFBB381"", ""A band of Frost Giants"")","0","(X=-280000.000000,Y=-350000.000000)","(X=-40000.000000,Y=-115000.000000)","((DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_Mammoth""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),Boss=""Wildlife_Frost_Giant_Smith"",InBaseBoss=""Wildlife_Frost_Giant_Smith"",BossSpawnDelay=1.000000,SpawnCap=6,ActiveCap=6,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_Frost_Giant"",""Wildlife_Mammoth"",""Wildlife_Sabretooth""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),BossSpawnDelay=1.000000,SpawnCap=12,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_Mammoth"",""Wildlife_Frost_Giant"",""Wildlife_Sabretooth""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),BossSpawnDelay=1.000000,SpawnCap=15,ActiveCap=5,SpawnLocationCap=3,NextWave=""FrostGiants_Purge_Wave5"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_Frost_Giant"",""Wildlife_Sabretooth"",""""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),BossSpawnDelay=1.000000,SpawnCap=15,ActiveCap=4,NextWave=""FrostGiants_Purge_Wave5"",WaveTime=600.000000))","False","False"
114,"FrostGiants_Purge_Wave5","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""CB237C3542112F7C24CCA0BFFB9C0696"", ""A band of Frost Giants"")","0","(X=-280000.000000,Y=-350000.000000)","(X=-40000.000000,Y=-115000.000000)","((DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_Frost_Giant"",""Wildlife_Sabretooth""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),Boss=""Wildlife_Frost_Giant_Boss"",InBaseBoss=""Wildlife_Frost_Giant_Boss"",BossSpawnDelay=1.000000,SpawnCap=15,ActiveCap=4,WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_Frost_Giant"",""Wildlife_Sabretooth"",""Wildlife_Mammoth""),NextWave=""FrostGiants_Purge_Wave6"",WaveTime=600.000000))","False","False"
115,"FrostGiants_Purge_Wave6","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""A95C8748416C01C0E028549704FF8A98"", ""A band of Frost Giants"")","0","(X=-280000.000000,Y=-350000.000000)","(X=-40000.000000,Y=-115000.000000)","((DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_Frost_Giant"",""Wildlife_Sabretooth"",""Wildlife_Mammoth""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),Boss=""Wildlife_Frost_Giant_Boss"",InBaseBoss=""Wildlife_Frost_Giant_Boss"",BossSpawnDelay=10.000000,SpawnCap=20,ActiveCap=4,WaveTime=600.000000))","False","False"
120,"Hyena_Purge_Wave1","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""9715877F46A4B34354652EBF07CD9BDA"", ""A cackle of Hyenas"")","0","(X=-135000.000000,Y=110000.000000)","(X=145000.000000,Y=245000.000000)","((OffBaseSpawnData=(""Wildlife_HyenaSpotted""),OnBaseSpawnData=(""Wildlife_UndeadHyena""),Boss=""Wildlife_HyenaStriped"",BossSpawnDelay=1.000000,SpawnCap=4,NextWave=""Hyena_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""Wildlife_HyenaSpotted""),OnBaseSpawnData=(""Wildlife_UndeadHyena""),Boss=""Wildlife_HyenaStriped"",BossSpawnDelay=1.000000,SpawnCap=5,ActiveCap=3,NextWave=""Hyena_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_HyenaSpotted""),OnBaseSpawnData=(""Wildlife_UndeadHyena""),Boss=""Wildlife_HyenaStriped"",BossSpawnDelay=1.000000,SpawnCap=6,ActiveCap=3,NextWave=""Hyena_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_HyenaSpotted""),OnBaseSpawnData=(""Wildlife_UndeadHyena""),Boss=""Wildlife_HyenaStriped"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""Hyena_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_HyenaSpotted""),OnBaseSpawnData=(""Wildlife_UndeadHyena""),Boss=""Wildlife_HyenaStriped"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,NextWave=""Hyena_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_HyenaSpotted""),OnBaseSpawnData=(""Wildlife_UndeadHyena""),Boss=""Wildlife_HyenaStriped"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,NextWave=""Hyena_Purge_Wave2"",WaveTime=600.000000))","False","True"
121,"Hyena_Purge_Wave2","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""2EBB961045588F30A4D31AB98DE6652A"", ""A cackle of Hyenas"")","0","(X=-135000.000000,Y=110000.000000)","(X=145000.000000,Y=245000.000000)","((OffBaseSpawnData=(""Wildlife_HyenaSpotted""),OnBaseSpawnData=(""Wildlife_UndeadHyena""),Boss=""Dogs_Warrior_Beastlord"",InBaseBoss=""Dogs_Warrior_Beastlord"",BossSpawnDelay=1.000000,SpawnCap=8,WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""Wildlife_HyenaStriped"",""Wildlife_HyenaSpotted""),OnBaseSpawnData=(""Wildlife_UndeadHyena""),Boss=""Wildlife_Werehyena_Spotted"",InBaseBoss=""Wildlife_Werehyena_Spotted"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""Hyena_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_HyenaStriped"",""Wildlife_HyenaSpotted""),OnBaseSpawnData=(""Wildlife_UndeadHyena""),Boss=""Wildlife_Werehyena_Spotted"",InBaseBoss=""Wildlife_Werehyena_Spotted"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=4,NextWave=""Hyena_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_HyenaStriped"",""Wildlife_HyenaSpotted""),OnBaseSpawnData=(""Wildlife_UndeadHyena"",""Wildlife_HyenaSpotted""),Boss=""Wildlife_Werehyena_Spotted"",InBaseBoss=""Wildlife_Werehyena_Spotted"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=4,NextWave=""Hyena_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_HyenaStriped"",""Wildlife_HyenaSpotted""),OnBaseSpawnData=(""Wildlife_UndeadHyena""),Boss=""Wildlife_Werehyena_Spotted"",InBaseBoss=""Wildlife_Werehyena_Spotted"",BossSpawnDelay=1.000000,SpawnCap=12,ActiveCap=5,NextWave=""Hyena_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_HyenaStriped"",""Wildlife_HyenaSpotted""),OnBaseSpawnData=(""Wildlife_UndeadHyena""),Boss=""Wildlife_Werehyena_Spotted"",InBaseBoss=""Wildlife_Werehyena_Spotted"",BossSpawnDelay=1.000000,SpawnCap=12,ActiveCap=5,NextWave=""Hyena_Purge_Wave3"",WaveTime=600.000000))","False","False"
122,"Hyena_Purge_Wave3","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""87582AC44CE0DE8FB30EC9B18AE5B29A"", ""A cackle of Hyenas"")","0","(X=-135000.000000,Y=110000.000000)","(X=145000.000000,Y=245000.000000)","((DifficultyThreshold=2,OffBaseSpawnData=(""Wildlife_HyenaStriped""),OnBaseSpawnData=(""Wildlife_UndeadHyena""),Boss=""Dogs_Warrior_Beastlord"",InBaseBoss=""Dogs_Warrior_Beastlord"",BossSpawnDelay=1.000000,SpawnCap=4,WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_HyenaStriped""),OnBaseSpawnData=(""Wildlife_UndeadHyena""),Boss=""Dogs_Warrior_Beastlord"",InBaseBoss=""Dogs_Warrior_Beastlord"",BossSpawnDelay=1.000000,SpawnCap=5,ActiveCap=3,NextWave=""Hyena_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_HyenaStriped""),OnBaseSpawnData=(""Wildlife_UndeadHyena"",""Wildlife_HyenaSpotted""),Boss=""Dogs_Warrior_Beastlord"",InBaseBoss=""Dogs_Warrior_Beastlord"",BossSpawnDelay=1.000000,SpawnCap=6,ActiveCap=3,NextWave=""Hyena_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_HyenaStriped""),OnBaseSpawnData=(""Wildlife_UndeadHyena""),Boss=""Dogs_Warrior_Beastlord"",InBaseBoss=""Dogs_Warrior_Beastlord"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""Hyena_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_HyenaStriped""),OnBaseSpawnData=(""Wildlife_UndeadHyena""),Boss=""Dogs_Warrior_Beastlord"",InBaseBoss=""Dogs_Warrior_Beastlord"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,NextWave=""Hyena_Purge_Wave4"",WaveTime=600.000000))","False","False"
123,"Hyena_Purge_Wave4","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""2C1EB3EB4F19670F46A0A28CB14D2778"", ""A cackle of Hyenas"")","0","(X=-135000.000000,Y=110000.000000)","(X=145000.000000,Y=245000.000000)","((DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_HyenaStriped"",""Wildlife_Werehyena_Spotted""),OnBaseSpawnData=(""Wildlife_UndeadHyena""),Boss=""Dogs_Warrior_Beastlord"",InBaseBoss=""Dogs_Warrior_Beastlord"",BossSpawnDelay=1.000000,SpawnCap=4,WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_HyenaStriped"",""Wildlife_Werehyena_Spotted""),OnBaseSpawnData=(""Wildlife_UndeadHyena"",""Wildlife_HyenaSpotted""),Boss=""Dogs_Warrior_Beastlord"",InBaseBoss=""Dogs_Warrior_Beastlord"",BossSpawnDelay=1.000000,SpawnCap=5,ActiveCap=3,NextWave=""Hyena_Purge_Wave5"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_HyenaStriped"",""Wildlife_Werehyena_Spotted""),OnBaseSpawnData=(""Wildlife_UndeadHyena""),BossSpawnDelay=1.000000,SpawnCap=6,ActiveCap=3,NextWave=""Hyena_Purge_Wave5"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_HyenaStriped"",""""),OnBaseSpawnData=(""Wildlife_UndeadHyena""),BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""Hyena_Purge_Wave5"",WaveTime=600.000000))","False","False"
124,"Hyena_Purge_Wave5","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""E6B7D437433CEE4242C893B39F83611B"", ""A cackle of Hyenas"")","0","(X=-135000.000000,Y=110000.000000)","(X=145000.000000,Y=245000.000000)","((DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_HyenaStriped"",""Wildlife_Werehyena_Striped"",""Wildlife_Werehyena_Spotted""),OnBaseSpawnData=(""Wildlife_UndeadHyena"",""Wildlife_HyenaSpotted""),Boss=""Dogs_Warrior_Beastlord"",InBaseBoss=""Dogs_Warrior_Beastlord"",BossSpawnDelay=1.000000,SpawnCap=8,WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_HyenaStriped"",""Wildlife_Werehyena_Striped"",""Wildlife_Werehyena_Spotted""),OnBaseSpawnData=(""Wildlife_UndeadHyena""),Boss=""Wildlife_Werehyena_Striped"",InBaseBoss=""Dogs_Warrior_Beastlord"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_HyenaStriped"",""Wildlife_Werehyena_Striped"",""Wildlife_Werehyena_Spotted""),OnBaseSpawnData=(""Wildlife_UndeadHyena""),Boss=""Dogs_Warrior_Beastlord"",InBaseBoss=""Wildlife_Werehyena_Striped"",BossSpawnDelay=1.000000,SpawnCap=12,ActiveCap=4,NextWave=""Hyena_Purge_Wave6"",WaveTime=600.000000))","False","False"
125,"Hyena_Purge_Wave6","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""C6B962D3400A2DF4A6986FBD97F49079"", ""A cackle of Hyenas"")","0","(X=-135000.000000,Y=110000.000000)","(X=145000.000000,Y=245000.000000)","((DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_Werehyena_Striped"",""Wildlife_Werehyena_Spotted""),OnBaseSpawnData=(""Wildlife_Werehyena_Striped""),Boss=""Dogs_Warrior_Beastlord"",InBaseBoss=""Dogs_Warrior_Beastlord"",BossSpawnDelay=1.000000,SpawnCap=15,ActiveCap=5,NextWave=""Hyena_Purge_Wave2"",WaveTime=600.000000))","False","False"
